row_index,group,split,device_type
672,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
673,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
674,c60-cooh::c1(c23c14c5=c6c7=c8c9=c1c%10=c%11c%12=c%13c%14=c%10c%10=c1c1=c%15c%16=c%17c%18=c%19c%20=c%21c%22=c%23c%24=c%25c%26=c(c7=c9c%11=c%26c%12=c%24c%22=c%13c%20=c%14c%18=c%10%16)c7=c%25c9=c(c4=c76)c4=c2c(=c%17c3=c%15c5=c81)c%19=c%21c4=c%239)c(=o)o,train,OPV
675,open-pcbm::coc(=o)cccc1(c2ccccc2)c23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c613,train,OPV
676,close-c60::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c63c1c1ccc(c(=o)o)cc1,train,OPV
677,open-pcbm::coc(=o)cccc1(c2ccccc2)c23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c613,train,OPV
678,close-c60::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)c63c1c1ccc(c(=o)o)cc1,train,OPV
679,ba::o=c(o)c1ccccc1,train,OPV
680,4-cba::o=c(o)c1ccc(cl)cc1,train,OPV
681,1-na::o=c(o)c1cccc2ccccc12,train,OPV
682,ppa::o=p(o)(o)c1ccccc1,train,OPV
683,bsa::o=s(=o)(o)c1ccccc1,train,OPV
684,lys::ncccc[c@h](n)c(=o)o,train,OPV
685,catechol c60::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c2c2c4c4c%12c5c6c5c8c9c%10c2c45)c73c1c1ccc(o)c(o)c1,train,OPV
686,fba::c1=cc(=cc=c1c(=o)o)f,train,OPV
687,bba::cc(c)(c)c1=cc=c(c=c1)c(=o)o,train,OPV
688,mba::coc1=cc=c(c=c1)c(=o)o,train,OPV
689,nh2-silane::cco[si](cccn)(occ)occ,train,OPV
690,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
691,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
692,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,test,OPV
693,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
694,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
695,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,test,OPV
696,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
697,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
698,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
699,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
700,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
701,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
702,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
703,c60-cooh::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
704,pcbm-cooh::oc(=o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
705,c60-cooh::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
706,pcbm-cooh::oc(=o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
707,pcbm-cooh::oc(=o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
708,pcbm-cooh::oc(=o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
709,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
710,mppa::coc1ccc(p(=o)(o)o)cc1,train,OPV
711,mppa::coc1ccc(p(=o)(o)o)cc1,train,OPV
712,npc60-oh::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c2c2c4c4c%12c5c6c5c8c9c%10c2c45)c73c1c1ccc(o)cc1,train,OPV
713,npc70-oh::cn1cc23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)c73c1c1ccc(o)cc1,train,OPV
714,c60-cooh::cn1cc23c4=c5c6=c7c4=c8c9=c4c%10=c%11c%12=c%13c%10=c%10c9=c7c7=c%10c9=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c7c6=c%15c6=c%16c7=c%18c%10=c(c2(c1c1=cc=c(c=c1)c(=o)o)c7=c65)c1=c2c(=c4c8=c31)c%11=c%12c2=c%17%10)c%14=c%139,train,OPV
715,pcbm-cooh::o=c(o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
716,pcbm-cooh::o=c(o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
717,pcbm-cooh::o=c(o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
718,c60-cooh::cn1cc23c4=c5c6=c7c4=c8c9=c4c%10=c%11c%12=c%13c%10=c%10c9=c7c7=c%10c9=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c7c6=c%15c6=c%16c7=c%18c%10=c(c2(c1c1=cc=c(c=c1)c(=o)o)c7=c65)c1=c2c(=c4c8=c31)c%11=c%12c2=c%17%10)c%14=c%139,train,OPV
719,pcbm-cooh::o=c(o)cccc1(c23c14c5=c6c7=c8c5=c9c1=c5c%10=c%11c%12=c%13c%10=c%10c1=c8c1=c%10c8=c%10c%14=c%15c%16=c%17c(=c%12c%12=c%17c%17=c%18c%16=c%16c%15=c%15c%10=c1c7=c%15c1=c%16c(=c%18c7=c2c2=c%10c(=c5c9=c42)c%11=c%12c%10=c%177)c3=c16)c%14=c%138)c1=cc=cc=c1,train,OPV
720,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
721,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
722,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
723,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
724,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
725,c60-sam::o=c(o)c1=cc=c(c=c1)c2n(c)cc34c5=c6c=7c=8c=9c=%10c=%11c%12=c%13c%14=c%15c%11c%16=c%17c%15=c%18c%19=c%14c=%20c%13=c%21c%22=c%12c%10c%23=c%24c%22=c%25c%21=c%26c%20c=%27c%19=c%28c%18=c%29c%17=c(c7c%169)c5=c%29c%30=c%28c=%31c%27c%26=c%32c%25=c%33c%24=c(c%238)c6=c4c%33=c%32c%31c%3023,train,OPV
726,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
727,nh2-silane::cco[si](cccn)(occ)occ,test,OPV
728,mppa::coc1ccc(p(=o)(o)o)cc1,train,OPV
729,mppa::coc1ccc(p(=o)(o)o)cc1,train,OPV
730,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
731,czn1::c[nh+](c)ccccccn1c2ccccc2c2ccc(-c3ccccc3)cc12.[cl-],train,OPV
732,czn1f1::c[nh+](c)ccccccn1c2ccccc2c2ccc(-c3cccc(f)c3)cc12.[cl-],train,OPV
733,czn1f4::c[nh+](c)ccccccn1c2ccccc2c2ccc(-c3c(f)c(f)cc(f)c3f)cc12.[cl-],train,OPV
734,czn4::nccnccnccnccccccn1c2ccccc2c2ccc(-c3ccccc3)cc12,train,OPV
735,czn4f1::nccnccnccnccccccn1c2ccccc2c2ccc(-c3cccc(f)c3)cc12,train,OPV
736,czn4f4::nccnccnccnccccccn1c2ccccc2c2ccc(-c3c(f)c(f)cc(f)c3f)cc12,train,OPV
737,odt::ccccccccccccccccccs,train,OPV
738,otms::cccccccccccccccccc[si](oc)(oc)oc,train,OPV
739,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
740,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
741,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
742,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
743,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
744,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
745,pym::occ1ccc2ccc3cccc4ccc1c2c34,train,OPV
746,m-bt::cc1=cc2=nnn=c2c=c1,train,OPV
747,m-bt::cc1=cc2=nnn=c2c=c1,train,OPV
748,m-bt::cc1=cc2=nnn=c2c=c1,test,OPV
749,bpd-3pa::o=p(o)(o)cccn1c(=o)c2ccccc2c1=o,train,OPV
750,btz-3pa::o=p(o)(o)cccn1n=c2c=cc=cc2=n1,train,OPV
751,rh-3pa::o=p(o)(o)cccn1c(=s)scc1=o,train,OPV
752,bpd-3pa::o=p(o)(o)cccn1c(=o)c2ccccc2c1=o,train,OPV
753,btz-3pa::o=p(o)(o)cccn1n=c2c=cc=cc2=n1,train,OPV
754,rh-3pa::o=p(o)(o)cccn1c(=s)scc1=o,train,OPV
755,3-eg::occoccocco,train,OPV
756,4-eg::occoccoccocco,train,OPV
757,5-eg::occoccoccoccocco,train,OPV
758,3-eg::occoccocco,train,OPV
759,4-eg::occoccoccocco,train,OPV
760,5-eg::occoccoccoccocco,train,OPV
761,3-eg::occoccocco,train,OPV
762,4-eg::occoccoccocco,train,OPV
763,5-eg::occoccoccoccocco,train,OPV
764,3-eg::occoccocco,train,OPV
765,4-eg::occoccoccocco,train,OPV
766,5-eg::occoccoccoccocco,train,OPV
767,3-eg::occoccocco,train,OPV
768,4-eg::occoccoccocco,train,OPV
769,5-eg::occoccoccoccocco,train,OPV
770,3-eg::occoccocco,train,OPV
771,4-eg::occoccoccocco,train,OPV
772,5-eg::occoccoccoccocco,train,OPV
773,3-eg::occoccocco,train,OPV
774,3-eg::occoccocco,train,OPV
775,cz1n::cn(c)ccccccn1c2ccccc2c2ccccc21,train,OPV
776,cz2n::cnccnccccccn1c2ccccc2c2ccccc21,test,OPV
777,cz3n::nccnccnccccccn1c2ccccc2c2ccccc21,train,OPV
778,pzn1::cn(c)ccccccn1c2ccccc2sc2ccccc21,train,OPV
779,pzn2::nccnccccccn1c2ccccc2sc2ccccc21,train,OPV
780,pzn3::nccnccnccccccn1c2ccccc2sc2ccccc21,train,OPV
781,pzn4::nccnccnccnccccccn1c2ccccc2sc2ccccc21,train,OPV
782,2pap-sam::o=c1c2ccccc2c(=o)n1ccp(=o)(o)o,train,OPV
783,2pap-sam::o=c1c2ccccc2c(=o)n1ccp(=o)(o)o,train,OPV
784,ic-sam::o=c(o)c1ccc(c=c2c(=o)c3ccccc3c2=o)cc1,train,OPV
785,2pap-sam::o=c1c2ccccc2c(=o)n1ccp(=o)(o)o,test,OPV
786,ic-sam::o=c(o)c1ccc(c=c2c(=o)c3ccccc3c2=o)cc1,test,OPV
787,abpa::nc1ccc(cp(=o)(o)o)cc1,train,OPV
788,aba::nc1ccc(c(=o)o)cc1,train,OPV
789,aba::nc1ccc(c(=o)o)cc1,train,OPV
